subaction_index,narration_id,narration,verb,noun,episode_id_within_subaction,episode_contact_start_frame_0_based,frame_0_based,candidate_frame_offset_from_episode_start,hand,reference_mode,ref_idx,ref_gap,reference_gap,reference_anchor_gap,object_mask_snap_inside_count,object_mask_snap_max_distance,sample_dir,contact_frame,reference_frame,contact_overlay,projection_overlay_raw_vs_snapped,homography_matches,label_heatmap_overlay,vrb_style_affordance,problem3_full_overlay,problem3_crop
34,P01_109_34,dry hands,dry,hand,21.0,3338.0,3338.0,0.0,right,short_window_pre_contact,3337.0,1.0,1.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003338_right/diagnostics/problem3_ref_crop.png
34,P01_109_34,dry hands,dry,hand,21.0,3338.0,3339.0,1.0,right,short_window_pre_contact,3337.0,2.0,2.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003339_right/diagnostics/problem3_ref_crop.png
34,P01_109_34,dry hands,dry,hand,21.0,3338.0,3340.0,2.0,right,short_window_pre_contact,3337.0,3.0,3.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_34_P01_109_34/episode_21_right/frame_003340_right/diagnostics/problem3_ref_crop.png
38,P01_109_38,move potatoes,move,potato,1.0,3654.0,3654.0,0.0,left,short_window_pre_contact,3653.0,1.0,1.0,1.0,4.0,1.3765414953231812,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003654_left/diagnostics/problem3_ref_crop.png
38,P01_109_38,move potatoes,move,potato,1.0,3654.0,3655.0,1.0,left,short_window_pre_contact,3653.0,2.0,2.0,1.0,2.0,1.5184177160263062,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003655_left/diagnostics/problem3_ref_crop.png
38,P01_109_38,move potatoes,move,potato,1.0,3654.0,3656.0,2.0,left,short_window_pre_contact,3653.0,3.0,3.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_38_P01_109_38/episode_01_left/frame_003656_left/diagnostics/problem3_ref_crop.png
40,P01_109_40,move pans,move,pan,4.0,3855.0,3855.0,0.0,right,short_window_pre_contact,3854.0,1.0,1.0,1.0,1.0,6.222582817077637,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_40_P01_109_40/episode_04_right/frame_003855_right/diagnostics/problem3_ref_crop.png
44,P01_109_43,pick up pan,pick-up,pan,1.0,4380.0,4380.0,0.0,right,short_window_pre_contact,4379.0,1.0,1.0,1.0,2.0,14.099663734436035,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_44_P01_109_43/episode_01_right/frame_004380_right/diagnostics/problem3_ref_crop.png
45,P01_109_45,put down pan,put-down,pan,1.0,4380.0,4380.0,0.0,right,short_window_pre_contact,4379.0,1.0,1.0,1.0,2.0,14.099663734436035,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_45_P01_109_45/episode_01_right/frame_004380_right/diagnostics/problem3_ref_crop.png
47,P01_109_47,close cupboard,close,cupboard,1.0,4648.0,4648.0,0.0,left,short_window_pre_contact,4647.0,1.0,1.0,1.0,4.0,1.4846595525741577,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004648_left/diagnostics/problem3_ref_crop.png
47,P01_109_47,close cupboard,close,cupboard,1.0,4648.0,4649.0,1.0,left,short_window_pre_contact,4647.0,2.0,2.0,1.0,2.0,11.597028732299805,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_01_left/frame_004649_left/diagnostics/problem3_ref_crop.png
47,P01_109_47,close cupboard,close,cupboard,3.0,4661.0,4661.0,0.0,right,short_window_pre_contact,4660.0,1.0,1.0,1.0,5.0,0.0,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/contact_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/contact_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/projection_overlay_raw_vs_snapped.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/homography_matches.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/diagnostics/problem3_ref_full_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/e13_engineered_homography_100subaction/experiments/E13/pipeline_outputs/subaction_47_P01_109_47/episode_03_right/frame_004661_right/diagnostics/problem3_ref_crop.png
