subaction_index,narration_id,narration,verb,noun,frame_0_based,hand,candidate_source,ref_idx,reference_gap,projection_source,projection_method,mask_source_contact,mask_source_reference,tracker_backend,articulated_object,final_quality_score,track_point_count,visible_point_count,affine_inlier_count,affine_inlier_ratio,affine_median_residual,projected_contact_inside_mask_count,projected_contact_to_mask_distance,object_track_confidence,local_flow_steps,local_flow_fb_error,local_flow_points,local_flow_inliers,local_flow_inlier_ratio,local_flow_weighted_residual,sample_score,contact_points,projected_contact_inside_count,reference_hand_overlap_ratio,heatmap_mode,sample_dir,reference_frame,label_heatmap_overlay,vrb_style_affordance,mask_projection_overlay
28,P01_109_28,wash hands,wash,hand,2484.0,right,new_contact_episode,2483.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,36,35,35,1.0,0.24780823290348053,5,0.0,0.2081649469166817,,,,,,,5.869865753012895,69,5,0.09013333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_28_P01_109_28/candidate_00_frame_002484_right/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2968.0,left,new_contact_episode,2967.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,30,30,30,1.0,0.5765430927276611,5,0.0,0.773420926196382,,,,,,,5.904303707218169,21,5,0.0816,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_00_frame_002968_left/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2978.0,left,new_contact_episode,2977.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9944444444444445,36,36,35,0.9722222222222222,0.4670446515083313,5,0.0,0.7543074510206053,,,,,,,5.896355327121416,19,5,0.0752,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_03_frame_002978_left/mask_projection_overlay.png
31,P01_109_31,turn off tap,turn-off,tap,2980.0,left,new_contact_episode,2977.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9777777777777779,36,36,32,0.8888888888888888,0.9939525127410889,5,0.0,0.7543074510206053,,,,,,,5.806048091284433,19,5,0.0752,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_31_P01_109_31/candidate_05_frame_002980_left/mask_projection_overlay.png
32,P01_109_32,shake hands,shake,hand,3010.0,left,new_contact_episode,3005.0,5.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9066666666666667,36,15,8,0.5333333333333333,1.6125104427337646,5,0.0,0.6057073726004573,,,,,,,5.169424686717987,212,5,0.30146666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_32_P01_109_32/candidate_01_frame_003010_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_32_P01_109_32/candidate_01_frame_003010_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_32_P01_109_32/candidate_01_frame_003010_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_32_P01_109_32/candidate_01_frame_003010_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_32_P01_109_32/candidate_01_frame_003010_left/mask_projection_overlay.png
33,P01_109_33,pick up cloth,pick-up,cloth,3089.0,left,new_contact_episode,3085.0,4.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9500000000000001,36,36,27,0.75,0.9826620221138,5,0.0,0.2271414305349922,,,,,,,5.746492639336586,48,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_01_frame_003089_left/mask_projection_overlay.png
33,P01_109_33,pick up cloth,pick-up,cloth,3122.0,left,new_contact_episode,3119.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9944444444444445,36,36,35,0.9722222222222222,0.7880674600601196,5,0.0,0.2271414305349922,,,,,,,5.894435055364863,89,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_04_frame_003122_left/mask_projection_overlay.png
33,P01_109_33,pick up cloth,pick-up,cloth,3137.0,right,new_contact_episode,3134.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9393939393939394,36,33,23,0.696969696969697,1.622484564781189,5,0.0,0.2271414305349922,,,,,,,5.662963148283837,93,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_07_frame_003137_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_07_frame_003137_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_07_frame_003137_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_07_frame_003137_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_33_P01_109_33/candidate_07_frame_003137_right/mask_projection_overlay.png
34,P01_109_34,dry hands,dry,hand,3122.0,left,new_contact_episode,3119.0,3.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9944444444444445,36,36,35,0.9722222222222222,0.7880674600601196,5,0.0,0.2271414305349922,,,,,,,5.894435055364863,89,5,0.0,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_01_frame_003122_left/mask_projection_overlay.png
34,P01_109_34,dry hands,dry,hand,3146.0,left,new_contact_episode,3144.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,30,30,30,1.0,0.33545413613319397,5,0.0,0.2271414305349922,,,,,,,5.845236375916004,34,5,0.1008,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_06_frame_003146_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_06_frame_003146_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_06_frame_003146_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_06_frame_003146_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_06_frame_003146_left/mask_projection_overlay.png
34,P01_109_34,dry hands,dry,hand,3148.0,left,new_contact_episode,3147.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,30,30,30,1.0,0.3894682228565216,5,0.0,0.2271414305349922,,,,,,,5.830715953314303,46,5,0.1344,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_08_frame_003148_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_08_frame_003148_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_08_frame_003148_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_08_frame_003148_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_34_P01_109_34/candidate_08_frame_003148_left/mask_projection_overlay.png
37,P01_109_37,put down potatoes,put-down,potato,3550.0,left,new_contact_episode,3548.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9600000000000001,36,35,28,0.8,1.2229804992675781,5,0.0,0.4765935695485121,,,,,,,5.4309439183553065,28,5,0.25924444444444444,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_37_P01_109_37/candidate_01_frame_003550_left/mask_projection_overlay.png
38,P01_109_38,move potatoes,move,potato,3654.0,left,new_contact_episode,3653.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,1.0,36,36,36,1.0,0.30903640389442444,5,0.0,0.20155983860272014,,,,,,,5.733795574549833,49,5,0.20062222222222223,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_00_frame_003654_left/mask_projection_overlay.png
38,P01_109_38,move potatoes,move,potato,3656.0,left,new_contact_episode,3651.0,5.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9722222222222223,36,36,31,0.8611111111111112,1.460997223854065,5,0.0,0.20155983860272014,,,,,,,5.572003416617711,116,5,0.2,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_02_frame_003656_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_02_frame_003656_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_02_frame_003656_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_02_frame_003656_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_38_P01_109_38/candidate_02_frame_003656_left/mask_projection_overlay.png
39,P01_109_39,open cupboard,open,cupboard,3755.0,left,new_contact_episode,3753.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,0.9066666666666667,36,15,8,0.5333333333333333,1.087080717086792,5,0.0,0.20155983860272014,,,,,,,5.436287578487397,37,5,0.12506666666666666,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_07_frame_003755_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_07_frame_003755_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_07_frame_003755_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_07_frame_003755_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_07_frame_003755_left/mask_projection_overlay.png
39,P01_109_39,open cupboard,open,cupboard,3762.0,right,new_contact_episode,3761.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,True,1.0,34,34,34,1.0,0.4048575758934021,5,0.0,0.20155983860272014,,,,,,,5.869320939389864,57,5,0.10835555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_11_frame_003762_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_11_frame_003762_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_11_frame_003762_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_11_frame_003762_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_39_P01_109_39/candidate_11_frame_003762_right/mask_projection_overlay.png
40,P01_109_40,move pans,move,pan,3856.0,right,new_contact_episode,3854.0,2.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9741935483870968,36,31,27,0.8709677419354839,1.5326920747756958,5,0.0,0.20155983860272014,,,,,,,5.460984210875009,232,5,0.24782222222222222,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_40_P01_109_40/candidate_09_frame_003856_right/mask_projection_overlay.png
42,P01_109_42,put down pan,put-down,pan,4274.0,left,new_contact_episode,4270.0,4.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9636363636363637,36,11,9,0.8181818181818182,0.8878034353256226,5,0.0,0.941336550625,,,,,,,5.703802260576595,128,5,0.10613333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_42_P01_109_42/candidate_01_frame_004274_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_42_P01_109_42/candidate_01_frame_004274_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_42_P01_109_42/candidate_01_frame_004274_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_42_P01_109_42/candidate_01_frame_004274_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_42_P01_109_42/candidate_01_frame_004274_left/mask_projection_overlay.png
43,P01_109_44,put down pan,put-down,pan,4274.0,left,new_contact_episode,4270.0,4.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9636363636363637,36,11,9,0.8181818181818182,0.8878034353256226,5,0.0,0.941336550625,,,,,,,5.703802260576595,128,5,0.10613333333333333,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_43_P01_109_44/candidate_01_frame_004274_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_43_P01_109_44/candidate_01_frame_004274_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_43_P01_109_44/candidate_01_frame_004274_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_43_P01_109_44/candidate_01_frame_004274_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_43_P01_109_44/candidate_01_frame_004274_left/mask_projection_overlay.png
44,P01_109_43,pick up pan,pick-up,pan,4381.0,left,new_contact_episode,4380.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.9290322580645162,36,31,20,0.6451612903225806,1.1877974271774292,5,0.0,0.6957761406082257,,,,,,,5.585403711593279,107,5,0.08355555555555555,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_03_frame_004381_left/mask_projection_overlay.png
44,P01_109_43,pick up pan,pick-up,pan,4383.0,left,new_contact_episode,4382.0,1.0,cotracker_weighted_affine,cotracker_weighted_affine,grabcut_fallback,bbox_fallback,fallback_lk,False,0.967741935483871,36,31,26,0.8387096774193549,1.4813376665115356,5,0.0,0.6957761406082257,,,,,,,5.7219254614025035,88,5,0.10444444444444445,isotropic_e7,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_05_frame_004383_left,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_05_frame_004383_left/reference_frame.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_05_frame_004383_left/label_heatmap_merged_overlay.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_05_frame_004383_left/vrb_style_affordance.png,/Users/huhu/Documents/Code/bishe/vrb/vrbreproduction/outputs/100subaction-e8/experiments/E8/pipeline_outputs/subaction_44_P01_109_43/candidate_05_frame_004383_left/mask_projection_overlay.png
