verb_class_key,noun_class_key,count,percentage
squeeze,maker:coffee,2,0.003
turn,pepper,2,0.003
squeeze,paper,2,0.003
squeeze,paste,2,0.003
squeeze,sauce,2,0.003
squeeze,spreads,2,0.003
turn,lid,2,0.003
turn,handle,2,0.003
remove,coriander,2,0.003
sort,cup,2,0.003
wash,kettle,2,0.003
shake,pasta,2,0.003
remove,cucumber,2,0.003
slide,cake,2,0.003
shake,whetstone,2,0.003
remove,drawer,2,0.003
shake,salt,2,0.003
shake,rest,2,0.003
shake,onion,2,0.003
remove,cork,2,0.003
shake,juice,2,0.003
shake,egg,2,0.003
shake,drink,2,0.003
shake,cover,2,0.003
turn-off,toaster,2,0.003
remove,kale,2,0.003
slide,tomato,2,0.003
smell,bread,2,0.003
remove,cream,2,0.003
smell,towel,2,0.003
soak,can,2,0.003
soak,fork,2,0.003
soak,juicer,2,0.003
soak,knife,2,0.003
wash,liquid,2,0.003
soak,utensil,2,0.003
sort,apple,2,0.003
sort,avocado,2,0.003
sort,bag,2,0.003
roll,package,2,0.003
sort,box,2,0.003
sort,cover,2,0.003
wash,mixture,2,0.003
sort,board:chopping,2,0.003
add,alarm,2,0.003
pat,brush,2,0.003
eat,apple,2,0.003
open,pea,2,0.003
insert,stand,2,0.003
insert,stalk,2,0.003
open,rack:drying,2,0.003
check,machine:washing,2,0.003
insert,sprout,2,0.003
open,roll,2,0.003
insert,spinach,2,0.003
dry,tomato,2,0.003
dry,utensil,2,0.003
open,sausage,2,0.003
insert,strawberry,2,0.003
check,kettle,2,0.003
insert,rubber,2,0.003
open,sink,2,0.003
check,jar,2,0.003
check,hob,2,0.003
open,tea,2,0.003
open,teapot,2,0.003
open,tofu,2,0.003
check,ginger,2,0.003
open,tray,2,0.003
check,microwave,2,0.003
open,pan,2,0.003
open,wrap:plastic,2,0.003
open,foil,2,0.003
check,towel,2,0.003
dry,cloth,2,0.003
check,sauce,2,0.003
check,pork,2,0.003
dry,cucumber,2,0.003
open,chicken,2,0.003
open,coconut,2,0.003
dry,cutlery,2,0.003
let-go,handle,2,0.003
dry,floor,2,0.003
check,plate,2,0.003
check,mixture,2,0.003
dry,lime,2,0.003
open,juice,2,0.003
open,knife,2,0.003
dry,peeler:potato,2,0.003
open,leaf,2,0.003
open,leek,2,0.003
insert,tongs,2,0.003
dry,salami,2,0.003
dry,spinner:salad,2,0.003
insert,tap,2,0.003
check,fridge,2,0.003
lower,hob,2,0.003
open,biscuit,2,0.003
pour,bag,2,0.003
eat,nut,2,0.003
check,bottle,2,0.003
eat,roll,2,0.003
peel,lid,2,0.003
eat,salad,2,0.003
insert,liquid,2,0.003
eat,sausage,2,0.003
eat,scotch:egg,2,0.003
carry,glass,2,0.003
pour,almond,2,0.003
insert,hummus,2,0.003
insert,microwave,2,0.003
carry,bowl,2,0.003
eat,squash,2,0.003
insert,grass:lemon,2,0.003
brush,knife,2,0.003
pour,bin,2,0.003
pour,box,2,0.003
eat,tablet,2,0.003
pour,caper,2,0.003
brush,dough,2,0.003
empty,container,2,0.003
check,box,2,0.003
eat,mushroom,2,0.003
check,food,2,0.003
pat,ladle,2,0.003
check,egg,2,0.003
check,drawer,2,0.003
pat,food,2,0.003
check,dough,2,0.003
insert,pea,2,0.003
insert,paprika,2,0.003
insert,pancake,2,0.003
pat,grater,2,0.003
eat,courgette,2,0.003
pat,knife,2,0.003
check,cupboard,2,0.003
eat,curry,2,0.003
pat,meat,2,0.003
insert,napkin,2,0.003
insert,mint,2,0.003
check,cover,2,0.003
pat,rice,2,0.003
check,cooker:slow,2,0.003
pat,sponge,2,0.003
pat,tofu,2,0.003
eat,cream,2,0.003
check,chicken,2,0.003
dry,apple,2,0.003
open,bacon,2,0.003
break,stock,2,0.003
divide,dough,2,0.003
cut,tablet,2,0.003
cook,food,2,0.003
mix,leaf,2,0.003
coat,pot,2,0.003
divide,blender,2,0.003
coat,carrot,2,0.003
mix,omelette,2,0.003
look,pork,2,0.003
mix,salmon,2,0.003
divide,carrot,2,0.003
close,turmeric,2,0.003
cook,meat,2,0.003
mix,spice,2,0.003
mix,squash,2,0.003
mix,thyme,2,0.003
mix,tofu,2,0.003
mix,tomato,2,0.003
move,airer,2,0.003
close,tablet,2,0.003
move,basket,2,0.003
close,sugar,2,0.003
move,book,2,0.003
cut,stick:crab,2,0.003
mix,juice,2,0.003
divide,onion:spring,2,0.003
measure,paste,2,0.003
cut,corn,2,0.003
measure,butter,2,0.003
cut,container,2,0.003
measure,coconut,2,0.003
cut,caper,2,0.003
cut,grass:lemon,2,0.003
cut,board:chopping,2,0.003
crush,tablet,2,0.003
crush,stock,2,0.003
cut,melon,2,0.003
measure,seed,2,0.003
cut,stalk,2,0.003
look,spoon,2,0.003
measure,water,2,0.003
cut,pith,2,0.003
cut,plate,2,0.003
cut,rubbish,2,0.003
mix,cereal,2,0.003
cut,sauce,2,0.003
cook,sausage,2,0.003
mix,cucumber,2,0.003
cook,pasta,2,0.003
close,stock,2,0.003
close,salami,2,0.003
open,backpack,2,0.003
choose,heat,2,0.003
move,oven,2,0.003
close,almond,2,0.003
move,paste,2,0.003
choose,power,2,0.003
move,recipe,2,0.003
move,salami,2,0.003
choose,oven,2,0.003
move,slicer,2,0.003
drop,leek,2,0.003
lift,holder,2,0.003
move,tablet,2,0.003
drop,courgette,2,0.003
move,teapot,2,0.003
drop,pan,2,0.003
choose,egg,2,0.003
move,vinegar,2,0.003
check,wrap,2,0.003
drop,rubbish,2,0.003
check,tuna,2,0.003
move,yeast,2,0.003
open,almond,2,0.003
open,artichoke,2,0.003
drop,dough,2,0.003
move,machine:washing,2,0.003
move,cereal,2,0.003
close,hob,2,0.003
divide,tofu,2,0.003
look,cupboard,2,0.003
drink,beer,2,0.003
close,phone,2,0.003
drink,gin,2,0.003
look,burger,2,0.003
look,bag,2,0.003
move,clip,2,0.003
close,juice,2,0.003
move,computer,2,0.003
move,filter,2,0.003
close,book,2,0.003
move,flour,2,0.003
close,fan:extractor,2,0.003
lock,bowl,2,0.003
close,drink,2,0.003
lift,tray,2,0.003
close,cup,2,0.003
close,cooker:slow,2,0.003
move,juicer,2,0.003
lift,thermometer,2,0.003
close,bowl,2,0.003
pour,chicken,2,0.003
mark,dough,2,0.003
grate,pepper,2,0.003
put,lentil,2,0.003
finish,maker:coffee,2,0.003
add,olive,2,0.003
adjust,meat,2,0.003
adjust,machine:washing,2,0.003
press,rice,2,0.003
fill,bin,2,0.003
adjust,knob,2,0.003
press,salmon,2,0.003
put,ladder,2,0.003
press,biscuit,2,0.003
put,label,2,0.003
put,kiwi,2,0.003
press,toaster,2,0.003
hold,butter,2,0.003
adjust,glove,2,0.003
put,kale,2,0.003
add,oregano,2,0.003
pull,bin,2,0.003
feel,towel,2,0.003
feel,tofu,2,0.003
finish,processor:food,2,0.003
press,oven,2,0.003
flip,plate,2,0.003
press,bowl,2,0.003
add,flour,2,0.003
add,garlic,2,0.003
adjust,rice,2,0.003
hold,juicer,2,0.003
press,cupboard,2,0.003
press,curry,2,0.003
feel,jar,2,0.003
flatten,bottle,2,0.003
feel,lid,2,0.003
press,glass,2,0.003
adjust,pot,2,0.003
press,lid,2,0.003
feel,thermometer,2,0.003
flip,tray,2,0.003
adjust,pan,2,0.003
adjust,fishcakes,2,0.003
fill,tray,2,0.003
fold,towel:kitchen,2,0.003
pull,oven,2,0.003
filter,corn,2,0.003
put,celery,2,0.003
adjust,box,2,0.003
adjust,bowl,2,0.003
add,potato,2,0.003
put,bean:green,2,0.003
gather,parsley,2,0.003
put,bean,2,0.003
add,vegetable,2,0.003
filter,mushroom,2,0.003
filter,oil,2,0.003
gather,broccoli,2,0.003
put,backpack,2,0.003
put,apple,2,0.003
pull,wire,2,0.003
gather,corn,2,0.003
pull,wrap:plastic,2,0.003
add,pepper,2,0.003
adjust,broccoli,2,0.003
fold,wrap:plastic,2,0.003
pull,microwave,2,0.003
adjust,cooker:slow,2,0.003
pull,box,2,0.003
filter,blueberry,2,0.003
filter,broccoli,2,0.003
add,package,2,0.003
put,drink,2,0.003
hang,cover,2,0.003
insert,cumin,2,0.003
filter,colander,2,0.003
put,dishwasher,2,0.003
pull,cup,2,0.003
grate,ginger,2,0.003
put,cumin,2,0.003
put,cork,2,0.003
put,chocolate,2,0.003
adjust,camera,2,0.003
pull,maker:coffee,2,0.003
hold,pork,2,0.003
press,oatmeal,2,0.003
flatten,box,2,0.003
empty,rack:drying,2,0.003
pour,olive,2,0.003
empty,milk,2,0.003
attach,maker:coffee,2,0.003
insert,cherry,2,0.003
attach,cover,2,0.003
attach,cooker:slow,2,0.003
insert,cap,2,0.003
insert,beef,2,0.003
empty,food,2,0.003
insert,bean,2,0.003
pour,sink,2,0.003
flatten,dough,2,0.003
empty,rice,2,0.003
pour,spoon,2,0.003
pour,spreads,2,0.003
pour,syrup,2,0.003
pour,lettuce,2,0.003
pour,jar,2,0.003
insert,aubergine,2,0.003
add,breadcrumb,2,0.003
break,pasta,2,0.003
put,syrup,2,0.003
put,soda,2,0.003
break,onion,2,0.003
put,sheets,2,0.003
pour,cinnamon,2,0.003
break,fish,2,0.003
pour,cream,2,0.003
add,cheese,2,0.003
bend,book,2,0.003
empty,egg,2,0.003
flip,food,2,0.003
pour,extract:vanilla,2,0.003
bake,potato,2,0.003
insert,coconut,2,0.003
pour,ginger,2,0.003
insert,avocado,2,0.003
empty,plug,2,0.003
put,almond,2,0.003
adjust,water,2,0.003
apply,clothes,2,0.003
empty,vegetable,2,0.003
empty,teapot,2,0.003
hold,tofu,2,0.003
feel,board:chopping,2,0.003
put,powder:washing,2,0.003
add,corn,2,0.003
apply,garlic,2,0.003
increase,tap,2,0.003
put,raisin,2,0.003
apply,mixture,2,0.003
hold,sink,2,0.003
apply,plate,2,0.003
pour,tofu,2,0.003
insert,artichoke,2,0.003
adjust,tv,2,0.003
press,battery,2,0.003
filter,tofu,1,0.001
throw,rice,1,0.001
cut,curry,1,0.001
cut,pineapple,1,0.001
take,guard:hand,1,0.001
throw,wrap,1,0.001
transition,alarm,1,0.001
throw,glass,1,0.001
finish,toaster,1,0.001
divide,maker:coffee,1,0.001
throw,rest,1,0.001
throw,grater,1,0.001
divide,pizza,1,0.001
drink,cup,1,0.001
cut,scotch:egg,1,0.001
flatten,container,1,0.001
throw,rubber,1,0.001
cut,fork,1,0.001
drink,squash,1,0.001
filter,squash,1,0.001
transition,box,1,0.001
divide,tomato,1,0.001
transition,bowl,1,0.001
filter,sauce,1,0.001
filter,tomato,1,0.001
drop,board:chopping,1,0.001
throw,coriander,1,0.001
divide,salami,1,0.001
throw,foil,1,0.001
flatten,top,1,0.001
cut,pasta,1,0.001
finish,fridge,1,0.001
throw,ice,1,0.001
cut,hob,1,0.001
finish,salad,1,0.001
finish,chilli,1,0.001
divide,butter,1,0.001
divide,broccoli,1,0.001
throw,oil,1,0.001
divide,box,1,0.001
throw,onion:spring,1,0.001
throw,tap,1,0.001
finish,onion:spring,1,0.001
throw,sugar,1,0.001
throw,peach,1,0.001
throw,stock,1,0.001
throw,squash,1,0.001
cut,wrap,1,0.001
cut,tuna,1,0.001
throw,pan:dust,1,0.001
finish,food,1,0.001
cut,nut,1,0.001
cut,salami,1,0.001
divide,filter,1,0.001
drop,bottle,1,0.001
cut,liquid:washing,1,0.001
cut,seed,1,0.001
throw,pancake,1,0.001
flatten,spatula,1,0.001
flatten,mixture,1,0.001
throw,kale,1,0.001
throw,pot,1,0.001
cut,shrimp,1,0.001
cut,noodle,1,0.001
filter,tray,1,0.001
filter,vegetable,1,0.001
throw,kettle,1,0.001
divide,glove,1,0.001
throw,towel,1,0.001
take,grass:lemon,1,0.001
cut,mint,1,0.001
divide,hob,1,0.001
take,quorn,1,0.001
throw,colander,1,0.001
empty,tea,1,0.001
empty,tofu,1,0.001
take,shrimp,1,0.001
eat,cherry,1,0.001
eat,broccoli,1,0.001
eat,bean:green,1,0.001
feel,bowl,1,0.001
dry,thermometer,1,0.001
dry,teapot,1,0.001
feel,broccoli,1,0.001
feel,cheese,1,0.001
feel,fridge,1,0.001
feel,hob,1,0.001
dry,stand,1,0.001
dry,sponge,1,0.001
dry,sink,1,0.001
dry,scissors,1,0.001
feel,oil,1,0.001
dry,rack:drying,1,0.001
feel,plate,1,0.001
dry,peach,1,0.001
dry,leek,1,0.001
take,syrup,1,0.001
dry,kitchen,1,0.001
dry,jar,1,0.001
dry,holder,1,0.001
eat,chocolate,1,0.001
empty,spice,1,0.001
dry,food,1,0.001
empty,salmon,1,0.001
empty,chicken,1,0.001
take,raspberry,1,0.001
eat,wrap,1,0.001
eat,tuna,1,0.001
empty,cooker:slow,1,0.001
eat,tofu,1,0.001
empty,corn,1,0.001
empty,courgette,1,0.001
empty,cover,1,0.001
empty,dough,1,0.001
take,rosemary,1,0.001
take,rubber,1,0.001
empty,flour,1,0.001
take,plum,1,0.001
eat,rubbish,1,0.001
empty,holder,1,0.001
eat,pea,1,0.001
empty,mushroom,1,0.001
empty,nut,1,0.001
empty,oil,1,0.001
empty,plate,1,0.001
empty,raisin,1,0.001
take,pear,1,0.001
eat,corn,1,0.001
take,sheets,1,0.001
dry,guard:hand,1,0.001
dry,filter,1,0.001
drop,bowl,1,0.001
take,machine:sous:vide,1,0.001
throw,backpack,1,0.001
drop,guard:hand,1,0.001
drop,grater,1,0.001
drop,fishcakes,1,0.001
drop,egg,1,0.001
filter,coriander,1,0.001
drop,container,1,0.001
drop,colander,1,0.001
throw,broccoli,1,0.001
throw,butter,1,0.001
drop,clothes,1,0.001
drop,cheese,1,0.001
filter,grater,1,0.001
drop,can,1,0.001
filter,liquid,1,0.001
throw,cheese,1,0.001
filter,maker:coffee,1,0.001
filter,package,1,0.001
throw,chicken,1,0.001
drop,brush,1,0.001
drop,bread,1,0.001
throw,cloth,1,0.001
filter,parsley,1,0.001
filter,salad,1,0.001
throw,cocktail,1,0.001
throw,aubergine,1,0.001
throw,apron,1,0.001
feel,towel:kitchen,1,0.001
drop,jar,1,0.001
feel,tray,1,0.001
feel,water,1,0.001
dry,cocktail,1,0.001
dry,clip,1,0.001
dry,book,1,0.001
fill,bread,1,0.001
dry,blender,1,0.001
drop,shell:egg,1,0.001
fill,container,1,0.001
drop,salmon,1,0.001
take,tv,1,0.001
fill,liquid,1,0.001
fill,roll,1,0.001
fill,sandwich,1,0.001
fill,squash,1,0.001
drop,roll,1,0.001
drop,rice,1,0.001
drop,paper,1,0.001
drop,oil,1,0.001
drop,napkin,1,0.001
drop,milk,1,0.001
drop,maker:coffee,1,0.001
filter,choi:pak,1,0.001
drop,lid,1,0.001
drop,knife,1,0.001
put,turkey,1,0.001
turn-off,rubbish,1,0.001
cut,cover,1,0.001
attach,wire,1,0.001
attach,juicer,1,0.001
attach,machine:sous:vide,1,0.001
attach,rack:drying,1,0.001
attach,scissors,1,0.001
attach,teapot,1,0.001
attach,toaster,1,0.001
attach,tray,1,0.001
bake,tray,1,0.001
attach,hob,1,0.001
break,biscuit,1,0.001
break,coriander,1,0.001
break,ginger,1,0.001
break,ice,1,0.001
break,leaf,1,0.001
wash,garlic,1,0.001
break,salmon,1,0.001
attach,holder,1,0.001
attach,food,1,0.001
apply,bread,1,0.001
apply,potato,1,0.001
apply,egg,1,0.001
apply,foil,1,0.001
apply,leaf,1,0.001
wash,oregano,1,0.001
apply,liquid,1,0.001
apply,nut,1,0.001
wash,oil,1,0.001
apply,rubbish,1,0.001
attach,container,1,0.001
apply,tofu,1,0.001
wash,milk,1,0.001
apply,vegetable,1,0.001
attach,bottle,1,0.001
attach,breadstick,1,0.001
wash,masher,1,0.001
attach,can,1,0.001
wash,fridge,1,0.001
break,towel,1,0.001
break,towel:kitchen,1,0.001
wash,bread,1,0.001
check,cocktail,1,0.001
check,cucumber,1,0.001
check,cup,1,0.001
wash,cabbage,1,0.001
wash,butter,1,0.001
check,curry,1,0.001
wash,broccoli,1,0.001
check,dishwasher,1,0.001
brush,brush,1,0.001
check,glass,1,0.001
wash,bag,1,0.001
check,jug,1,0.001
wash,asparagus,1,0.001
check,juicer,1,0.001
wait,stock,1,0.001
check,kiwi,1,0.001
check,cherry,1,0.001
check,butter,1,0.001
check,burger,1,0.001
check,bowl,1,0.001
brush,cover,1,0.001
wash,finger:lady,1,0.001
brush,garlic,1,0.001
brush,sink,1,0.001
carry,bag,1,0.001
carry,clothes,1,0.001
carry,food,1,0.001
carry,jug,1,0.001
carry,milk,1,0.001
carry,oil,1,0.001
wash,cork,1,0.001
check,basil,1,0.001
check,blueberry,1,0.001
check,board:chopping,1,0.001
wash,cocktail,1,0.001
apply,cloth,1,0.001
apply,bowl,1,0.001
transition,rice,1,0.001
wrap,coffee,1,0.001
wrap,hand,1,0.001
wrap,glass,1,0.001
wrap,fork,1,0.001
wrap,food,1,0.001
wrap,flour,1,0.001
wrap,curry,1,0.001
add,sausage,1,0.001
wrap,clothes,1,0.001
wrap,lime,1,0.001
wrap,clip,1,0.001
wrap,chicken,1,0.001
add,spreads,1,0.001
wrap,can,1,0.001
wrap,cake,1,0.001
add,tea,1,0.001
add,thyme,1,0.001
add,onion,1,0.001
wrap,maker:coffee,1,0.001
apply,book,1,0.001
wrap,salt,1,0.001
wrap,wrap:plastic,1,0.001
wrap,tray,1,0.001
wrap,top,1,0.001
add,chilli,1,0.001
wrap,squash,1,0.001
wrap,sausage,1,0.001
add,egg,1,0.001
wrap,salad,1,0.001
wrap,milk,1,0.001
wrap,raisin,1,0.001
add,jug,1,0.001
wrap,pasta,1,0.001
add,meat,1,0.001
add,mixture,1,0.001
wrap,onion,1,0.001
wrap,omelette,1,0.001
add,vinegar,1,0.001
add,yoghurt,1,0.001
adjust,book,1,0.001
adjust,potato,1,0.001
adjust,leaf,1,0.001
adjust,leek,1,0.001
adjust,package,1,0.001
wash,seed,1,0.001
adjust,phone,1,0.001
adjust,plate,1,0.001
adjust,pork,1,0.001
wash,recipe,1,0.001
adjust,bread,1,0.001
wash,raspberry,1,0.001
adjust,sandwich,1,0.001
adjust,scale,1,0.001
adjust,straw,1,0.001
adjust,thermometer,1,0.001
wash,plug,1,0.001
adjust,tofu,1,0.001
wash,spinach,1,0.001
adjust,ladle,1,0.001
adjust,juice,1,0.001
wash,stand,1,0.001
water,mat:sushi,1,0.001
wash,whetstone,1,0.001
adjust,chair,1,0.001
adjust,chopstick,1,0.001
wash,vegetable,1,0.001
adjust,coffee,1,0.001
adjust,colander,1,0.001
wash,towel:kitchen,1,0.001
adjust,container,1,0.001
adjust,fan:extractor,1,0.001
wash,tofu,1,0.001
wash,thermometer,1,0.001
adjust,foil,1,0.001
adjust,fork,1,0.001
adjust,handle,1,0.001
check,leaf,1,0.001
wait,pan,1,0.001
wait,oven,1,0.001
turn-down,fan:extractor,1,0.001
turn-off,bread,1,0.001
close,tea,1,0.001
close,teapot,1,0.001
close,toaster,1,0.001
close,tongs,1,0.001
turn-down,knob,1,0.001
close,wine,1,0.001
turn,water,1,0.001
turn-off,cooker:slow,1,0.001
turn,tv,1,0.001
close,wrap:plastic,1,0.001
turn,tongs,1,0.001
turn,tofu,1,0.001
coat,box,1,0.001
turn,spoon,1,0.001
coat,meat,1,0.001
turn-off,coffee,1,0.001
turn-off,dishwasher,1,0.001
wait,onion,1,0.001
close,paper,1,0.001
close,mat,1,0.001
close,mushroom,1,0.001
flip,carrot,1,0.001
close,oatmeal,1,0.001
close,pancake,1,0.001
turn-off,phone,1,0.001
turn-off,pan,1,0.001
close,paprika,1,0.001
close,scale,1,0.001
close,plate,1,0.001
close,plug,1,0.001
turn-off,lid,1,0.001
turn-off,knob,1,0.001
close,processor:food,1,0.001
close,rosemary,1,0.001
close,salad,1,0.001
coat,oil,1,0.001
cook,bowl,1,0.001
turn,plate,1,0.001
turn,chopstick,1,0.001
crush,maker:coffee,1,0.001
turn,cup,1,0.001
crush,milk,1,0.001
crush,package,1,0.001
turn,cooker:slow,1,0.001
crush,pan,1,0.001
turn,cloth,1,0.001
cut,artichoke,1,0.001
turn,pin:rolling,1,0.001
cut,asparagus,1,0.001
turn,butter,1,0.001
cut,bowl,1,0.001
cut,brush,1,0.001
cut,coffee,1,0.001
turn,blender,1,0.001
transition,top,1,0.001
crush,leaf,1,0.001
crush,can,1,0.001
crush,butter,1,0.001
crush,box,1,0.001
cook,kettle,1,0.001
cook,lettuce,1,0.001
cook,oil,1,0.001
turn,package,1,0.001
turn,onion,1,0.001
cook,oven,1,0.001
cook,pan,1,0.001
cook,ring:onion,1,0.001
cook,sprout,1,0.001
crush,biscuit,1,0.001
turn,kettle,1,0.001
turn,jug,1,0.001
turn,jar,1,0.001
turn,hob,1,0.001
turn,heat,1,0.001
close,holder,1,0.001
turn-on,air,1,0.001
turn-on,alarm,1,0.001
unscrew,knife,1,0.001
unwrap,lime,1,0.001
unwrap,dishwasher,1,0.001
unwrap,bowl,1,0.001
unscrew,spreads,1,0.001
unscrew,sauce,1,0.001
unscrew,maker:coffee,1,0.001
check,plug,1,0.001
unscrew,jar,1,0.001
unroll,foil,1,0.001
unscrew,filter,1,0.001
check,sprout,1,0.001
check,tap,1,0.001
check,teapot,1,0.001
check,top,1,0.001
unroll,package,1,0.001
unroll,omelette,1,0.001
unwrap,salad,1,0.001
check,pie,1,0.001
check,paprika,1,0.001
unwrap,towel:kitchen,1,0.001
check,lid,1,0.001
wait,microwave,1,0.001
wait,cover,1,0.001
check,mango,1,0.001
use,tap,1,0.001
check,milk,1,0.001
use,phone,1,0.001
check,mushroom,1,0.001
check,nut,1,0.001
use,cocktail,1,0.001
check,paper,1,0.001
use,chopstick,1,0.001
unwrap,yoghurt,1,0.001
unwrap,wrap:plastic,1,0.001
unwrap,vegetable,1,0.001
unroll,glove,1,0.001
unroll,egg,1,0.001
close,heat,1,0.001
turn-on,knob,1,0.001
turn-on,pan,1,0.001
turn-on,meat,1,0.001
close,blackberry,1,0.001
close,blender,1,0.001
turn-on,machine:sous:vide,1,0.001
turn-on,liquid:washing,1,0.001
close,blueberry,1,0.001
close,burger,1,0.001
check,watch,1,0.001
turn-on,hoover,1,0.001
close,chilli,1,0.001
close,corn,1,0.001
close,door:kitchen,1,0.001
turn-on,coffee,1,0.001
close,garlic,1,0.001
close,glass,1,0.001
turn-on,phone,1,0.001
turn-on,plate,1,0.001
turn-on,plug,1,0.001
choose,pepper,1,0.001
choose,avocado,1,0.001
choose,can,1,0.001
unlock,juicer,1,0.001
unlock,blender,1,0.001
unfreeze,water,1,0.001
unfreeze,corn,1,0.001
choose,garlic,1,0.001
uncover,lid,1,0.001
uncover,bowl,1,0.001
choose,leaf,1,0.001
choose,machine:washing,1,0.001
choose,mat,1,0.001
turn-on,tomato,1,0.001
choose,onion,1,0.001
choose,pear,1,0.001
flip,board:chopping,1,0.001
insert,bar,1,0.001
flip,colander,1,0.001
scrape,cup,1,0.001
open,onion:spring,1,0.001
scrape,leaf,1,0.001
open,oregano,1,0.001
scrape,hummus,1,0.001
open,pancake,1,0.001
scrape,flour,1,0.001
scrape,fish,1,0.001
open,potato,1,0.001
scrape,colander,1,0.001
move,cd,1,0.001
open,raisin,1,0.001
open,raspberry,1,0.001
scrape,chicken,1,0.001
open,rosemary,1,0.001
open,salami,1,0.001
open,salmon,1,0.001
open,sandwich,1,0.001
open,scissors,1,0.001
scrape,liquid,1,0.001
open,mixture,1,0.001
scrape,milk,1,0.001
open,meat,1,0.001
scrape,tofu,1,0.001
open,courgette,1,0.001
scrape,sponge,1,0.001
scrape,spice,1,0.001
open,door:kitchen,1,0.001
scrape,soup,1,0.001
open,fishcakes,1,0.001
scrape,sink,1,0.001
scrape,sausage,1,0.001
scrape,salmon,1,0.001
open,fork,1,0.001
open,ginger,1,0.001
open,grape,1,0.001
open,heat,1,0.001
open,kale,1,0.001
scrape,pea,1,0.001
open,lettuce,1,0.001
scoop,yeast,1,0.001
scoop,water,1,0.001
open,shrimp,1,0.001
pat,pork,1,0.001
pat,tray,1,0.001
peel,can,1,0.001
peel,cheese,1,0.001
peel,foil,1,0.001
peel,grass:lemon,1,0.001
peel,label,1,0.001
scoop,cream,1,0.001
scoop,corn,1,0.001
scoop,coriander,1,0.001
scoop,container,1,0.001
peel,leaf,1,0.001
peel,melon,1,0.001
scoop,chicken,1,0.001
peel,onion:spring,1,0.001
peel,paper,1,0.001
peel,rice,1,0.001
scoop,burger,1,0.001
scoop,lemon,1,0.001
pat,noodle,1,0.001
scoop,tofu,1,0.001
pat,napkin,1,0.001
open,spinach,1,0.001
open,spoon,1,0.001
open,sugar,1,0.001
open,thyme,1,0.001
open,tongs,1,0.001
open,turmeric,1,0.001
pat,burger,1,0.001
pat,cheese,1,0.001
pat,fish,1,0.001
pat,fridge,1,0.001
scoop,potato,1,0.001
scoop,pork,1,0.001
scoop,pepper,1,0.001
pat,glass,1,0.001
pat,holder,1,0.001
scoop,oregano,1,0.001
pat,lid,1,0.001
open,cake,1,0.001
open,book,1,0.001
open,blueberry,1,0.001
search,towel,1,0.001
search,shell:egg,1,0.001
search,scissors,1,0.001
search,scale,1,0.001
search,salt,1,0.001
search,rice,1,0.001
move,funnel,1,0.001
search,pestle,1,0.001
search,peeler:potato,1,0.001
search,paprika,1,0.001
search,package,1,0.001
move,garlic,1,0.001
move,kale,1,0.001
search,mixture,1,0.001
search,light,1,0.001
search,ladle,1,0.001
move,ladle,1,0.001
search,kiwi,1,0.001
search,tea,1,0.001
move,drawer,1,0.001
search,hand,1,0.001
search,yoghurt,1,0.001
set,filter,1,0.001
serve,soup,1,0.001
serve,rice,1,0.001
serve,plate,1,0.001
serve,pasta,1,0.001
move,cherry,1,0.001
serve,milk,1,0.001
move,chilli,1,0.001
move,chocolate,1,0.001
serve,coffee,1,0.001
serve,biscuit,1,0.001
season,tuna,1,0.001
season,tea,1,0.001
season,rubbish,1,0.001
season,pasta,1,0.001
move,cocktail,1,0.001
season,avocado,1,0.001
search,hob,1,0.001
move,lime,1,0.001
screw,bag,1,0.001
move,strawberry,1,0.001
scrub,maker:coffee,1,0.001
move,top,1,0.001
scrub,jug,1,0.001
scrub,guard:hand,1,0.001
scrub,grater,1,0.001
move,tuna,1,0.001
move,wine,1,0.001
move,wrap:plastic,1,0.001
scrub,container,1,0.001
open,avocado,1,0.001
screw,pot,1,0.001
open,battery,1,0.001
open,blackberry,1,0.001
screw,cloth,1,0.001
open,blender,1,0.001
screw,bowl,1,0.001
screw,bottle,1,0.001
move,sugar,1,0.001
move,stock,1,0.001
search,flour,1,0.001
scrub,rest,1,0.001
move,milk,1,0.001
move,opener:bottle,1,0.001
search,cucumber,1,0.001
search,container,1,0.001
search,coconut,1,0.001
move,pen,1,0.001
move,pie,1,0.001
move,pork,1,0.001
move,presser,1,0.001
search,board:chopping,1,0.001
move,sheets,1,0.001
move,shelf,1,0.001
move,shrimp,1,0.001
move,spinner:salad,1,0.001
scrub,slicer,1,0.001
move,stand,1,0.001
scrub,scissors,1,0.001
pour,aubergine,1,0.001
pour,bean:green,1,0.001
rub,water,1,0.001
pull,coffee,1,0.001
pull,cucumber,1,0.001
pull,foil,1,0.001
pull,garlic,1,0.001
pull,jug,1,0.001
pull,label,1,0.001
pull,mixture,1,0.001
pull,pan,1,0.001
pull,peeler:potato,1,0.001
pull,pot,1,0.001
pull,sausage,1,0.001
pull,scissors,1,0.001
pull,shell:egg,1,0.001
pull,spoon,1,0.001
remove,flour,1,0.001
remove,floor,1,0.001
remove,fishcakes,1,0.001
pull,stand,1,0.001
pull,container,1,0.001
pull,clothes,1,0.001
pull,tuna,1,0.001
pull,chair,1,0.001
press,paste,1,0.001
press,pot,1,0.001
remove,oregano,1,0.001
remove,opener:bottle,1,0.001
remove,onion:spring,1,0.001
press,sandwich,1,0.001
remove,oatmeal,1,0.001
press,towel:kitchen,1,0.001
press,tray,1,0.001
