sample_key,rel_sample_dir,subaction_index,narration_id,hand,reference_mode,ref_idx,sample_dir,reference_frame,label_heatmap_npy,labels_json,npy_sha256,reference_sha256,status,backend_final,final_policy,qc_passed_final,path_final,path_mask,hand_box_count,box_sources,inpaint_rounds,mask_area_ratio,skin_ratio_after_final,residual_skin_after_final,boundary_delta_final,sdedit_sharpness_ratio_final,overlap_heatmap_top,overlap_crop150,inpaint_on_label_region,redraw_selfcheck_max_diff,path_overlay_inpainted,path_affordance_inpainted,tier
subaction_76_P01_109_76__episode_01_right__frame_012325_right,subaction_76_P01_109_76/episode_01_right/frame_012325_right,76,P01_109_76,right,min_hand_object_iou_pre_contact_fallback,11999,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/labels.json,d2c673cb1501f93c9f34e26be888bce61bdd9c86247195f99a77212e7c276856,d72bb01fbb22735f630578c2d0f1a6a2f4767720a45acb5767ee4df73d361f0e,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.202062774122807,0.9122372165610942,,1.0455509043529692,0.7632881181456578,0.0,0.0546222222222222,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_76_P01_109_76/episode_01_right/frame_012325_right/vrb_style_affordance_inpainted.png,A
subaction_77_P01_109_78__episode_01_left__frame_012335_left,subaction_77_P01_109_78/episode_01_left/frame_012335_left,77,P01_109_78,left,min_hand_object_iou_pre_contact_fallback,12331,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/labels.json,b853c5caa59fa68507d99e2ae32266812f7e4cc66c04f7ca81c9196938ddd74d,d42dd29dc5fbad41d46eb19c29c41bb77b31f1a12cc9dd303e9b05cab1b6c535,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.1831397341008772,0.8118637937270707,,1.0001950728093116,0.6349303803329621,0.5549019607843138,0.2824,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_77_P01_109_78/episode_01_left/frame_012335_left/vrb_style_affordance_inpainted.png,B
subaction_79_P01_109_77__episode_01_left__frame_012412_left,subaction_79_P01_109_77/episode_01_left/frame_012412_left,79,P01_109_77,left,min_hand_object_iou_pre_contact_fallback,12404,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/labels.json,e7b8d4aeb33007c4de63fe3280874dad375a6de2ad73b770c61fbaf7730249c7,dd47e2c0809cc4939af42f2054c0c2c2b051733ba0cac06a6e443f11d93b3ae2,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",2,0.4017441063596491,0.8551289058941423,,0.9792941308021532,0.7027593434830903,0.3481481481481481,0.4038666666666666,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_79_P01_109_77/episode_01_left/frame_012412_left/vrb_style_affordance_inpainted.png,B
subaction_80_P01_109_80__episode_01_right__frame_012424_right,subaction_80_P01_109_80/episode_01_right/frame_012424_right,80,P01_109_80,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/labels.json,8f809be7f7ef5c2af3f518559ae98ccbca328265b041ccdbb41cb952810f250a,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3469880756578947,0.8018581620700671,,0.9603150684066446,0.6456485849232987,1.0,0.5056888888888889,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_80_P01_109_80/episode_01_right/frame_012424_right/vrb_style_affordance_inpainted.png,B
subaction_81_P01_109_81__episode_01_right__frame_012468_right,subaction_81_P01_109_81/episode_01_right/frame_012468_right,81,P01_109_81,right,min_hand_object_iou_pre_contact_fallback,12407,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/labels.json,49614c213631f66d551512f916d9ca848cba4e56666f56e2015798baa72e558e,2844bf92b83e8ab5c20eba84c46eb9ede8a32c731a82af2e5ee638aa30c2ab99,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3469880756578947,0.8018581620700671,,0.9603150684066446,0.7101898109599137,1.0,0.4768,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_81_P01_109_81/episode_01_right/frame_012468_right/vrb_style_affordance_inpainted.png,B
subaction_82_P01_109_82__episode_01_right__frame_012493_right,subaction_82_P01_109_82/episode_01_right/frame_012493_right,82,P01_109_82,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/labels.json,c9c391dbbd99fde36a2e2251d38196cca4f7e98ce4ca5f5aa04148b83d798b7f,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3369911595394737,0.9055059523809524,,1.0027361007420252,0.7523826316903669,0.1512667660208644,0.3156444444444444,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_82_P01_109_82/episode_01_right/frame_012493_right/vrb_style_affordance_inpainted.png,B
subaction_83_P01_109_83__episode_01_right__frame_012578_right,subaction_83_P01_109_83/episode_01_right/frame_012578_right,83,P01_109_83,right,min_hand_object_iou_pre_contact_fallback,12479,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/labels.json,cfbca27e30fa3b53897da0804f0f10845348e6ad88ac37121664c41c649852a3,55c1d7dedc9fd1deb59fd2f6054bd282a76966a6f78100fae5878cbec0c2f837,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/reference_hand_mask.png,6,"{""primary"": 2, ""dino"": 2, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3369911595394737,0.9055059523809524,,1.0027361007420252,0.7737081150695505,1.0,0.5687555555555556,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_83_P01_109_83/episode_01_right/frame_012578_right/vrb_style_affordance_inpainted.png,B
subaction_84_P01_109_84__episode_01_right__frame_012634_right,subaction_84_P01_109_84/episode_01_right/frame_012634_right,84,P01_109_84,right,min_hand_object_iou_pre_contact_fallback,12631,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/labels.json,32ba80c2f0408986ac03810d9dd3e6655685a046b4f94a1ab09dd1103ddeb220,3fc93ac789214859a569cf5959256f543e3975575761b245c2a0a18fe85fb429,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.4304670367324561,0.921161825726141,,0.9617506612566976,0.7157211125619318,1.0,0.5776888888888889,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_84_P01_109_84/episode_01_right/frame_012634_right/vrb_style_affordance_inpainted.png,B
subaction_86_P01_109_86__episode_01_left__frame_012724_left,subaction_86_P01_109_86/episode_01_left/frame_012724_left,86,P01_109_86,left,min_hand_object_iou_pre_contact_fallback,12713,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/labels.json,e70eaff10497a4bd77d759f31ccd59fcc2d3c1aefd552e703a684a3831a03063,07edaaf87f215ce96c29c786d6067730aebb8d2c04facf8e181ea9dd17f64fc3,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.3056297971491228,0.9825376959294356,,0.9581052184802976,0.6641882934953045,1.0,0.8102666666666667,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_86_P01_109_86/episode_01_left/frame_012724_left/vrb_style_affordance_inpainted.png,B
subaction_87_P01_109_87__episode_01_right__frame_012758_right,subaction_87_P01_109_87/episode_01_right/frame_012758_right,87,P01_109_87,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/labels.json,128973156a44c3745977251525b0df47f5d96c78d6ff3b3655680d4104613656,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.2200349506578947,0.9567628891970252,,0.9652413446300916,0.7670046999832588,0.0,0.0191555555555555,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_87_P01_109_87/episode_01_right/frame_012758_right/vrb_style_affordance_inpainted.png,A
subaction_88_P01_109_88__episode_01_right__frame_012880_right,subaction_88_P01_109_88/episode_01_right/frame_012880_right,88,P01_109_88,right,min_hand_object_iou_pre_contact_fallback,12714,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/labels.json,07bee6cf018132ef541be15fb61d86720d2bdc234edd87482e808c2a085fcc4b,81837c684342796e5d4427ad86088b7938adf11dc7bd0ba2589bd4e013399bbd,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/reference_hand_mask.png,4,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 1, ""mediapipe"": 0}",1,0.2200349506578947,0.9567628891970252,,0.9652413446300916,0.7227783003933123,0.9836601307189542,0.6259111111111111,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_88_P01_109_88/episode_01_right/frame_012880_right/vrb_style_affordance_inpainted.png,B
subaction_89_P01_109_89__episode_01_left__frame_012999_left,subaction_89_P01_109_89/episode_01_left/frame_012999_left,89,P01_109_89,left,min_hand_object_iou_pre_contact_fallback,12814,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/labels.json,f7d6a79c4242e4976efd2f96a551fbb1f007b1ad02287ed5176cb4c55cdc59cb,6b64792ce14df88808c2fc8f13ba41bcf51abf294ccf6e523c954be8abafa12a,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.2743198327850877,0.8866151737051526,,0.9682220530587448,0.6646994141642552,0.0,0.0929333333333333,False,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_89_P01_109_89/episode_01_left/frame_012999_left/vrb_style_affordance_inpainted.png,A
subaction_93_P01_109_93__episode_01_right__frame_013134_right,subaction_93_P01_109_93/episode_01_right/frame_013134_right,93,P01_109_93,right,min_hand_object_iou_pre_contact_fallback,13132,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/labels.json,3fe69944e6f14377597f1be3618c651bb356cae953e7df969c6effcda8eca191,0e1cb0fce61f7f056b6dbf304bd273522b0b3af85286275309afa7f353c70cbe,final_inpainted,lama,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.5182891310307017,0.8572351082953732,,0.8783651773825683,0.6639943209345122,1.0,0.6093333333333333,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_93_P01_109_93/episode_01_right/frame_013134_right/vrb_style_affordance_inpainted.png,B
subaction_95_P01_109_95__episode_01_right__frame_015464_right,subaction_95_P01_109_95/episode_01_right/frame_015464_right,95,P01_109_95,right,min_hand_object_iou_pre_contact_fallback,15325,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame.png,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged.npy,outputs/e20-a/export/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/labels.json,57ac5f2633b39eb797f5ee5627ddadb78d0294ff1d1a14cb788fb6dd93e9a059,50ac8296077a8a35733e268881a88ec130609c32beec4973282646450c97b8e0,final_inpainted,sd,qc_rank,True,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_frame_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/reference_hand_mask.png,5,"{""primary"": 2, ""dino"": 1, ""low"": 0, ""neighbor"": 2, ""mediapipe"": 0}",1,0.2690087033991228,0.6133663702396307,,1.2393161547952385,0.6155039521887286,0.9416666666666668,0.6979111111111111,True,0,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/label_heatmap_merged_overlay_inpainted.png,outputs/e20-b/experiments/E20/pipeline_outputs/subaction_95_P01_109_95/episode_01_right/frame_015464_right/vrb_style_affordance_inpainted.png,B
