experiment_id,subaction_index,narration_id,narration,verb,noun,all_nouns,start_frame_0_based,stop_frame_0_based,raw_candidate_count,episode_filtered_candidate_count,deep_run_candidate_count,episode_decision,episode_id,episode_reason,episode_object_key,episode_prev_subaction_index,episode_no_contact_streak,episode_no_hand_streak
E4,78,P01_109_79,put down potato slice,put-down,slice:potato,['slice:potato'],12388,12410,16,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,77.0,0.0,0.0
E4,79,P01_109_77,put down potato slice,put-down,slice:potato,['slice:potato'],12389,12416,21,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,78.0,0.0,0.0
E4,80,P01_109_80,pick up potato slices,pick-up,slice:potato,['slice:potato'],12415,12454,54,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,79.0,0.0,0.0
E4,81,P01_109_81,put down potato slices,put-down,slice:potato,['slice:potato'],12457,12479,17,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,80.0,0.0,0.0
E4,82,P01_109_82,pick up potato slice,pick-up,slice:potato,['slice:potato'],12483,12561,143,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,81.0,3.0,0.0
E4,83,P01_109_83,put down potato slice,put-down,slice:potato,['slice:potato'],12561,12584,45,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,82.0,0.0,0.0
E4,84,P01_109_84,pick up potato slice,pick-up,slice:potato,['slice:potato'],12633,12666,38,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,83.0,3.0,0.0
E4,85,P01_109_85,put down potato slice,put-down,slice:potato,['slice:potato'],12669,12691,21,0,0,continuation_same_object,P01_109_ep0042,same_noun_without_release_gap,slice:potato,84.0,0.0,0.0
E4,86,P01_109_86,pick up potato slice,pick-up,slice:potato,['slice:potato'],12722,12752,54,54,5,new_contact_episode,P01_109_ep0043,release_or_no_hand_gap,slice:potato,85.0,8.0,0.0
E4,87,P01_109_87,put down potato slice,put-down,slice:potato,['slice:potato'],12757,12785,30,0,0,continuation_same_object,P01_109_ep0043,same_noun_without_release_gap,slice:potato,86.0,0.0,0.0
E4,88,P01_109_88,pick up knife,pick-up,knife,['knife'],12875,12925,98,98,5,new_contact_episode,P01_109_ep0044,release_or_no_hand_gap,knife,70.0,19.0,0.0
E4,89,P01_109_89,cut potato slice,cut,slice:potato,['slice:potato'],12914,13035,241,241,5,new_contact_episode,P01_109_ep0045,release_or_no_hand_gap,slice:potato,87.0,19.0,0.0
E4,90,P01_109_90,put down knife,put-down,knife,['knife'],13024,13054,58,0,0,continuation_same_object,P01_109_ep0044,same_noun_without_release_gap,knife,88.0,0.0,0.0
E4,91,P01_109_91,put down potato slice,put-down,slice:potato,['slice:potato'],13064,13089,34,0,0,continuation_same_object,P01_109_ep0045,same_noun_without_release_gap,slice:potato,89.0,0.0,0.0
E4,92,P01_109_92,pick up potato,pick-up,potato,['potato'],13095,13120,32,32,5,new_contact_episode,P01_109_ep0046,release_or_no_hand_gap,potato,91.0,8.0,0.0
E4,93,P01_109_93,pick up peeler,pick-up,peeler,['peeler'],13125,13154,56,56,5,new_contact_episode,P01_109_ep0047,release_or_no_hand_gap,peeler,60.0,75.0,68.0
E4,94,P01_109_94,peel potato,peel,potato,['potato'],13151,15460,4620,0,0,continuation_same_object,P01_109_ep0046,same_noun_without_release_gap,potato,92.0,0.0,0.0
E4,95,P01_109_95,put down potato,put-down,potato,['potato'],15462,15502,80,0,0,continuation_same_object,P01_109_ep0046,same_noun_without_release_gap,potato,94.0,0.0,0.0
E4,96,P01_109_96,pick up peeler blade,pick-up,blade:peeler,['blade:peeler'],15507,15574,132,132,5,new_contact_episode,P01_109_ep0048,large_temporal_gap,blade:peeler,93.0,0.0,0.0
E4,97,P01_109_97,fix peeler blade,fix,blade:peeler,['blade:peeler'],15573,15771,389,0,0,continuation_same_object,P01_109_ep0048,same_noun_without_release_gap,blade:peeler,96.0,0.0,0.0
E4,98,P01_109_98,pick up potato,pick-up,potato,['potato'],15771,15798,56,56,5,new_contact_episode,P01_109_ep0049,large_temporal_gap,potato,95.0,0.0,0.0
E4,99,P01_109_99,peel potato,peel,potato,['potato'],15882,16102,442,0,0,continuation_same_object,P01_109_ep0049,same_noun_without_release_gap,potato,98.0,0.0,0.0
